target,source,mean,std,rms,max_abs
0,0,37.96542471441513,14.513071010073485,40.64483612821385,98.54351806640625
0,1,47.87295794749345,40.52757850653138,62.72403624006941,321.7863464355469
0,2,-34.95972996412394,33.33402134552344,48.30465503684171,261.4774475097656
0,3,-38.99724820777043,17.431884048721102,42.71599172753117,144.07423400878906
0,4,-35.66706591781964,22.807081154781763,42.33559426755331,175.51536560058594
0,5,67.19151043960946,50.32529197004559,83.94840133693125,384.0439758300781
1,0,10.804689930308855,13.672050937530837,17.426023680936378,70.96682739257812
1,1,36.919289738476685,32.805515784003234,49.388620355787175,264.3728942871094
1,2,-16.597800944544915,25.595704357144026,30.506180975878603,202.46908569335938
1,3,-17.900289489307063,7.995103971444905,19.604643616123475,65.05272674560547
1,4,-30.170908351989308,17.349874333247865,34.80376201165085,128.37615966796875
1,5,48.09784616458372,38.53190233680691,61.62881065999235,290.5133361816406
2,0,12.272106022369844,15.745431739703266,19.963046032455598,79.23809814453125
2,1,21.66722031423691,30.172150066261768,37.14602368715528,237.36447143554688
2,2,11.421171939819407,26.360625205384636,28.728482899340126,172.64706420898438
2,3,-21.864645910122444,11.093097594030429,24.517739598211698,90.55348205566406
2,4,-58.903636305567645,27.805644593043404,65.13671960770846,209.5396270751953
2,5,75.32270671408752,53.58546533827191,92.43869450752528,409.46710205078125
3,0,4.739886003034822,3.632458000570785,5.971705823939765,15.435287475585938
3,1,0.6272773659852864,5.335442774559975,5.372190102228482,38.33814239501953
3,2,3.3046897679481795,6.941126242212614,7.687665963913494,44.42410659790039
3,3,-7.880238325564136,3.9503730531996113,8.814964737713673,32.313655853271484
3,4,-16.74685664837047,7.422441502186931,18.318019692490157,57.77772521972656
3,5,27.814114609391225,16.845134356528757,32.517434139148435,130.57229614257812
4,0,8.886208075528144,6.726787350611508,11.145149708367697,29.467144012451172
4,1,-3.5067455840908286,6.957104592877508,7.7909286293597795,38.63377380371094
4,2,-0.6967147243070898,11.86690226104278,11.887336988586155,83.34459686279297
4,3,-9.53485976254993,5.469541769669077,10.992244441498217,44.54205322265625
4,4,-27.393851192542762,12.99534823031484,30.319996022201646,103.29474639892578
4,5,54.06263882554282,32.45147154500763,63.05447583017029,251.12847900390625
5,0,26.77054812285455,14.409819610548757,30.402387209010854,77.08456420898438
5,1,5.979123650391116,22.83515580642068,23.604962620817137,165.04440307617188
5,2,-14.18138461232772,31.436497914859828,34.48717255261369,239.04249572753906
5,3,-34.24706369900012,17.062472788450773,38.262113763617336,140.42454528808594
5,4,-73.83382870804489,32.66086987111732,80.73516385334814,254.26864624023438
5,5,134.792236381541,76.24262298196079,154.86085544096233,582.482421875
