i_config,cohort,month,mouse,n_pixels,n_subregions,n_parent_regions,fps,dtData,dtFactor,dtRNN,alpha_dt_tau,lissage_sigma_frames,lissage_sigma_sec,lissage_fwhm_sec,tauRNN,g,P0,tauWN,ampInWN,nRunTrain,nRunFree,use_global_regression,compute_curbd,fraction_clip_pos,fraction_clip_neg,pVar_max,pVar_finale,chi2_min,chi2_final,pVar_max_train,pVar_train_end,pVar_free_mean,pVar_free_std,pVar_free_min,pVar_free_final,chi2_min_train,chi2_train_end,chi2_free_mean,chi2_free_std,chi2_free_min,chi2_free_final,duration_sec,runtime_sec,status,error,save_path,lissage_sigma,atlas_clean_size,atlas_clean_min_fraction
1,9,6,410,50,764,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,3,0.25,0.5887499999999999,0.33,1.0,1.0,0.1,0.01,1000,20,False,False,2.2723967422920304e-07,0.0,0.7862969882699118,0.7850846098781998,3.084519842338242,3.084519842338242,0.7862969882699118,0.7850499506009061,0.7850846098782001,2.220446049250313e-16,0.7850846098781998,0.7850846098781998,3.0849172816642234,3.0849172816642234,3.084519842338241,8.881784197001252e-16,3.084519842338242,3.084519842338242,480.0,36114.309963941574,done,,results/narval_visual_rnn_trace_g10_sigma23_410_415_ntrain1000/1604053/config001_C9_M6_mouse410_n_pixels50_lissage_sigma3_tauRNN0.33_dtFactor2_g1_ampInWN0.01_P01_nRunTrain1000_use_global_regressionFalse.pkl,3,5,0.25
