target,source,mean,std,rms,max_abs
0,0,3.3052576134080724,38.11053698592295,38.25359796471952,261.1409912109375
0,1,18.633535723658316,51.1464001964673,54.43494196398155,385.9896545410156
0,2,7.37603605971496,13.562415125615123,15.438426474020247,73.26024627685547
0,3,-73.08624062362526,25.980621144947484,77.56668900740668,197.75234985351562
0,4,13.661271503042096,9.552558659071911,16.669784522147843,65.94404602050781
0,5,45.972606980235774,22.909349657060407,51.36456847155125,151.42320251464844
1,0,-13.521280768452279,38.620392090154795,40.918940832047554,293.7462158203125
1,1,29.876889837516547,45.93482540107748,54.796320414700965,358.795166015625
1,2,-3.274118352686583,12.155925131465665,12.589136856401142,79.19439697265625
1,3,-54.72551350996295,20.45473391276184,58.42326564281585,160.29446411132812
1,4,20.35848145273727,13.909330482464485,24.656383383048354,114.39508819580078
1,5,32.667805005951244,17.57349102778102,37.09465016428047,115.90784454345703
2,0,-12.843009147001311,50.335183375593495,51.947796578917405,382.2816467285156
2,1,21.670906038903595,51.60537509794814,55.970911262430896,391.36737060546875
2,2,11.70669905902577,10.26092518915992,15.567061013438968,46.06233215332031
2,3,-70.5543745161707,27.651407603354492,75.77941742857969,220.91836547851562
2,4,26.73297179728537,18.172307248846963,32.324673731701466,151.0561981201172
2,5,37.84001249966076,21.793157920573346,43.667015905893216,148.0680694580078
3,0,-0.07363701781577713,10.764395509179046,10.764647374086474,80.45832824707031
3,1,2.0079615690749617,9.176090189624826,9.393217810261348,68.31244659423828
3,2,2.3469339992144644,2.4211245173855365,3.3719346264947285,10.79849910736084
3,3,-18.762389886409252,7.199738512478661,20.096355612341775,57.20978927612305
3,4,5.572839143168873,4.168163617276551,6.959175529904611,34.60921859741211
3,5,13.224422385253176,6.894469448857413,14.913720407893315,52.520076751708984
4,0,2.7367870804820953,16.294163258685735,16.522401757147716,118.22496032714844
4,1,1.1525023413965676,13.114772821281719,13.165315332370671,96.53173065185547
4,2,2.4031683411486107,3.8648007448252377,4.551033165458221,14.941750526428223
4,3,-33.7060001500262,12.666253457535298,36.007338457099145,100.08536529541016
4,4,11.963648756387668,7.315198947654702,14.02287514064019,61.17152786254883
4,5,23.344588899336692,11.862066404689442,26.18546257502998,89.97486877441406
5,0,5.455665009491727,35.23139617809648,35.651305128336936,251.24363708496094
5,1,1.9936615374132591,35.54399812665193,35.59986642044035,260.028076171875
5,2,7.751810006817107,9.698510717876767,12.415783041216544,38.372013092041016
5,3,-77.0676380310019,28.945510161067748,82.32413613371239,229.95144653320312
5,4,9.295606918860438,10.164757826550659,13.774273471308348,74.99710083007812
5,5,69.03635243765932,30.801574501486254,75.59599823844724,229.0576171875
