i_config,cohort,month,mouse,n_pixels,n_subregions,n_parent_regions,fps,dtData,dtFactor,dtRNN,alpha_dt_tau,lissage_sigma_frames,lissage_sigma_sec,lissage_fwhm_sec,tauRNN,g,P0,tauWN,ampInWN,nRunTrain,nRunFree,use_global_regression,compute_curbd,fraction_clip_pos,fraction_clip_neg,pVar_max,pVar_finale,chi2_min,chi2_final,pVar_max_train,pVar_train_end,pVar_free_mean,pVar_free_std,pVar_free_min,pVar_free_final,chi2_min_train,chi2_train_end,chi2_free_mean,chi2_free_std,chi2_free_min,chi2_free_final,duration_sec,runtime_sec,status,error,save_path,lissage_sigma,atlas_clean_size,atlas_clean_min_fraction
2,9,6,410,25,1524,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,100,20,False,False,2.2783610382035578e-07,0.0,0.8967334776894984,0.8967334776894984,1.2281589129162482,1.2281589129162482,0.8959859230246651,0.8959859230246651,0.8967334776894983,1.1102230246251565e-16,0.8967334776894984,0.8967334776894984,1.237339041913453,1.237339041913453,1.2281589129162485,2.220446049250313e-16,1.2281589129162482,1.2281589129162482,480.0,24455.266628026962,done,,results/narval_scout_tiny_npixels15_20_25_g08_sigma4_410_415_ntrain100/2142708/config002_C9_M6_mouse410_n_pixels25_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain100_use_global_regressionFalse.pkl,4,5,0.25
