target,source,mean,std,rms,max_abs
0,0,9.337693202716165,23.395458506634895,25.19007727427065,145.4132080078125
0,1,60.457415333415334,29.21311351426866,67.14540244867574,233.18038940429688
0,2,-35.21749099206071,29.072835143204042,45.667290428049235,208.51210021972656
0,3,16.29853780951385,10.96177638308874,19.641865395145,84.90843200683594
0,4,-23.451789527159193,15.096534185586277,27.89071129323791,84.37027740478516
0,5,2.771161467700919,30.139951552504606,30.26707807944789,223.46160888671875
1,0,4.884406254635078,16.39452205884891,17.106658878881106,103.11994171142578
1,1,35.38988432329048,14.087749537552979,38.09079415618301,112.44929504394531
1,2,-25.34824134416122,18.8002152953648,31.55917353787822,137.637451171875
1,3,13.742941037883885,8.773398379276875,16.30462963370377,70.7442398071289
1,4,-6.562418123138308,9.75663655722216,11.758285952153825,33.50544738769531
1,5,-0.3984855039935265,19.483013927627393,19.487088607614425,138.5321044921875
2,0,12.144173203678802,18.517001421746045,22.14408012209799,106.4729995727539
2,1,38.90587847064804,16.12824753494478,42.11635962569993,123.68596649169922
2,2,-14.808132047918109,21.634335010775345,26.21688818504285,137.35443115234375
2,3,15.223112792228696,10.707287211056096,18.611533050905894,82.37879180908203
2,4,9.69258426729754,12.936177577477578,16.164494427438722,85.37346649169922
2,5,-33.340094023991384,19.394876558430813,38.571013808887045,103.25044250488281
3,0,6.520400807399237,5.153687631827194,8.311204659709759,35.3338508605957
3,1,10.574977269541375,4.013985684728171,11.311154906927914,29.866010665893555
3,2,-3.2904189027715143,6.368066970844788,7.16792393241449,38.926177978515625
3,3,-1.7006554171297497,1.5904876776749823,2.328493053596837,7.589023113250732
3,4,9.418181482507482,4.837642558358485,10.587961463846005,41.965789794921875
3,5,-13.242545224398269,4.617563280562026,14.0245104966351,32.730323791503906
4,0,15.744067334023883,10.367374981855189,18.850944810079806,78.66365814208984
4,1,14.212102285938403,6.4611526943967625,15.611865536388857,47.9638671875
4,2,-16.513373139779745,14.019254034628332,21.66173991490623,105.32032775878906
4,3,11.724298489775743,6.516245044886933,13.413449390905058,48.82618713378906
4,4,12.61305671647177,7.117793457780349,14.482823738503289,57.35639190673828
4,5,-22.63590497684957,8.209442736595907,24.078603451330196,57.405277252197266
5,0,29.64588007374657,18.238869116896453,34.80710490704797,120.88875579833984
5,1,48.54880213631929,20.821484563050223,52.82537655597751,161.14273071289062
5,2,-26.161140105399557,28.10603891852612,38.39732640828069,194.4593505859375
5,3,8.734871565625996,7.62270786009484,11.593259092607788,49.36201858520508
5,4,-2.525617930684292,12.213731711685124,12.472128457357101,52.550628662109375
5,5,-26.773362323231133,19.733042530320674,33.25967374455824,97.87606811523438
