target,source,mean,std,rms,max_abs
0,0,42.68590127561787,14.39798150460278,45.04872960604638,118.93760681152344
0,1,-13.774874547493154,13.422407573480381,19.232997526849477,95.40949249267578
0,2,-9.320039877845137,19.72184418940621,21.81316761857019,147.3641815185547
0,3,61.06736153626527,20.32478639156151,64.3608544603281,161.20509338378906
0,4,-17.780005026648627,7.635709645691562,19.350262027707988,39.66188049316406
0,5,-40.55747453443743,13.052296035521298,42.6059992537486,82.93551635742188
1,0,29.08442557127135,10.190502343397275,30.818016626992858,83.47794342041016
1,1,-14.024252729869671,8.029827383077325,16.16037723672549,47.626224517822266
1,2,2.28852348199678,8.009422347436615,8.329957146784594,48.64042663574219
1,3,51.83686668291845,17.36970857776489,54.669621578890954,138.25601196289062
1,4,-13.052667466180432,6.923939082510428,14.775420819760107,33.090538024902344
1,5,-40.12008667908068,11.576528004168967,41.75688393269132,78.28872680664062
2,0,31.471926293190243,11.866849847203294,33.634866877989396,97.92800903320312
2,1,-16.910402722812446,10.19382167080067,19.745270838957563,65.42877960205078
2,2,8.802762327321338,8.60867962499919,12.312513532060947,35.48116683959961
2,3,66.65920941706943,21.330164602204903,69.988757111881,167.4990692138672
2,4,-18.62073093294135,7.249914188604335,19.98231408568901,40.735069274902344
2,5,-50.865507835935766,14.73238465807766,52.9560482392824,99.32913970947266
3,0,7.196269362536851,3.0040732660700518,7.7981247057291485,24.525835037231445
3,1,-0.9425450607402558,2.249860728906883,2.4393163982975357,11.702027320861816
3,2,-1.1750126176508238,3.337621576908325,3.5384138314056277,21.992063522338867
3,3,15.334853887144027,4.713922685435381,16.043029976420243,36.535465240478516
3,4,-4.779176201039188,1.9004120758069125,5.143159653214365,11.81972599029541
3,5,-9.531190398910566,3.2179200307632376,10.059751475293623,20.816396713256836
4,0,10.445273736536834,4.532706233213726,11.38635891002039,36.5986213684082
4,1,1.625061862793605,3.8820153479669584,4.208428355070008,26.879310607910156
4,2,-10.768221831057891,8.435027196147797,13.67860684436192,64.53160095214844
4,3,34.3326420249578,11.483135372367602,36.20210914289412,92.24140930175781
4,4,-11.225041210410785,4.447729768673198,12.074098321223087,31.147930145263672
4,5,-13.206318493702181,5.7465741209864545,14.402429041140646,31.795791625976562
5,0,34.43449070564584,12.940937693667115,36.78589428773731,105.34169006347656
5,1,-14.708699711335285,9.004397563898337,17.246014689979045,56.82378005981445
5,2,-20.305734757060474,20.03783629559229,28.527841618900116,154.91371154785156
5,3,74.27457877585577,24.66660296330213,78.2633653383241,197.23086547851562
5,4,-24.67626090231471,8.964700069420573,26.25421298484825,57.400787353515625
5,5,-25.767531917872958,11.435164427422276,28.19093270221447,60.225738525390625
