i_config,cohort,month,mouse,n_pixels,n_subregions,n_parent_regions,fps,dtData,dtFactor,dtRNN,alpha_dt_tau,lissage_sigma_frames,lissage_sigma_sec,lissage_fwhm_sec,tauRNN,g,P0,tauWN,ampInWN,nRunTrain,nRunFree,use_global_regression,compute_curbd,fraction_clip_pos,fraction_clip_neg,pVar_max,pVar_finale,chi2_min,chi2_final,pVar_max_train,pVar_train_end,pVar_free_mean,pVar_free_std,pVar_free_min,pVar_free_final,chi2_min_train,chi2_train_end,chi2_free_mean,chi2_free_std,chi2_free_min,chi2_free_final,duration_sec,runtime_sec,status,error,save_path,seed,segmentation_seed,lissage_sigma,atlas_clean_size,atlas_clean_min_fraction
0,9,6,410,15,2538,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,300,20,False,False,6.840469310918483e-08,0.0,0.958582387832598,0.958582387832598,0.3125910787779169,0.3125910787779169,0.95853337109679,0.95853337109679,0.9585823878325982,2.220446049250313e-16,0.958582387832598,0.958582387832598,0.3130785728056018,0.3130785728056018,0.3125910787779169,0.0,0.3125910787779169,0.3125910787779169,480.0,201994.67576360703,done,,results/narval_train300_410_2026/2796272/config000_C9_M6_mouse410_n_pixels15_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain300_use_global_regressionFalse_seed2026_segmentation_seed0.pkl,2026,0,4,5,0.25
