target,source,mean,std,rms,max_abs
0,0,42.52428528768951,21.96825644976504,47.86354699216774,108.4775390625
0,1,-19.240663125012347,18.961467751275492,27.01370720158324,125.17560577392578
0,2,43.276604064568915,22.37293598598514,48.71768389398712,188.23687744140625
0,3,-40.45504478473135,13.790754558188713,42.741028998128044,104.85313415527344
0,4,-0.028237152477987974,8.212420923425388,8.212469467845535,43.26791763305664
0,5,3.9976311997004546,9.777739820594265,10.563392031353056,56.40907287597656
1,0,28.320924306288525,18.385928203410913,33.76562022921399,110.62919616699219
1,1,-8.03165682147345,15.386884352566147,17.356950232606128,121.22367095947266
1,2,33.99998535361128,17.46630209487425,38.2239547000986,147.79244995117188
1,3,-29.945278940869656,9.969879600178357,31.561340752391118,71.7277603149414
1,4,3.5191980035855934,7.0700062024688854,7.89745163273504,36.15056610107422
1,5,-6.266532880697396,6.394193417540196,8.952940511685307,35.98475646972656
2,0,45.635094648268414,22.86352656337337,51.04216600488753,118.89146423339844
2,1,-38.49133351674556,17.419616277544886,42.24956552621869,127.73834228515625
2,2,64.96306646983753,33.351424368235854,73.02408857736388,279.22119140625
2,3,-40.01789495422391,14.487887450063102,42.55973213417814,110.12956237792969
2,4,0.9176631696839253,8.452773838907172,8.502440312328446,42.13578414916992
2,5,-5.311732127430913,8.798874206615846,10.277873588317348,43.677589416503906
3,0,19.14154772824872,6.109576339016498,20.092928419598124,41.209251403808594
3,1,-19.741431789183416,7.039196732209543,20.958874486043637,61.47298049926758
3,2,19.39623420268403,10.29945303800515,21.961161948481767,84.43730926513672
3,3,-10.890045881908145,4.272399495246519,11.698140739324657,33.316280364990234
3,4,-1.0044629656138397,2.013205760144275,2.249876281480348,8.092812538146973
3,5,1.3422475000748229,2.7390137585013727,3.050217159599776,12.604263305664062
4,0,38.40996368538434,12.014323384527607,40.245114942071545,89.28105163574219
4,1,-41.73466266097268,15.535720454705128,44.53246767777338,133.1919403076172
4,2,29.551948889589358,16.599646174018392,33.894924933911646,135.8043670654297
4,3,-13.931951520526452,5.531923091899258,14.990044905369283,41.46377182006836
4,4,-3.5642208792150267,3.640637186357496,5.094890538423898,18.100923538208008
4,5,6.350508925861508,5.63300219092568,8.488797164523382,30.50665283203125
5,0,75.66843820539279,24.109467627409725,79.41649054019238,173.94052124023438
5,1,-79.47233701121198,28.079213380919487,84.2869774883099,241.302734375
5,2,69.62096576827176,38.567120960633915,79.58958282149138,317.9424743652344
5,3,-43.43818952436714,16.213734441431363,46.365520526487096,126.27896881103516
5,4,-19.91190008042497,12.04698631156312,23.272594268878088,90.86006927490234
5,5,28.885492075823894,16.26366962030814,33.14933788148745,115.33988952636719
