target,source,mean,std,rms,max_abs
0,0,-80.85303707797591,70.5048967461339,107.27606475778066,636.3448486328125
0,1,108.11129050655117,56.97774934433653,122.20685355305545,524.295166015625
0,2,-58.58310429852193,18.732269850144863,61.50510582862324,124.02196502685547
0,3,-1.5387634673027801,11.04069527160347,11.147409792804465,87.19294738769531
0,4,3.7643911293106225,8.025418513456007,8.86442231002985,65.23812866210938
0,5,44.52254102602831,22.103127670310272,49.707191755564,165.20138549804688
1,0,-66.98570071632025,56.960672871986006,87.92953061677193,513.0545654296875
1,1,77.32903434089509,40.25043579834836,87.17727418342636,375.5141296386719
1,2,-47.15859315338229,15.253270082338746,49.564051049233306,98.20244598388672
1,3,0.03567462348644911,8.156734371118631,8.156812384733938,63.94462966918945
1,4,11.340726618290772,9.226241702480266,14.619699592788999,77.58755493164062
1,5,36.54081163496071,18.963482925558353,41.16849037321654,143.8795928955078
2,0,-97.87092104306069,84.2635777186439,129.1474649993679,760.7586669921875
2,1,107.49742642581225,63.21482213697151,124.70689806895953,583.3922119140625
2,2,-59.23928219465728,20.824443482940957,62.79291362337346,147.5263671875
2,3,12.449675779804744,15.656198394595283,20.002774187426724,138.0123748779297
2,4,8.055755754288379,9.356026777813888,12.34627222443766,78.18719482421875
2,5,43.319351837375656,23.89491035742816,49.472547787635406,186.5105743408203
3,0,-24.074073410355354,20.644420892405837,31.71361102980834,187.5419921875
3,1,26.552492545776786,16.53738131144533,31.281301779716156,151.84364318847656
3,2,-13.47568539398283,5.810628866917968,14.675064043017413,47.94321823120117
3,3,0.49596138659960476,3.5265532105271173,3.561257536836801,28.556371688842773
3,4,4.408558114346713,2.695910671964687,5.167525423138752,22.749034881591797
3,5,10.304339305223197,6.252599907489331,12.05298361901746,50.28453063964844
4,0,-35.859430406091576,31.54302125618329,47.75835988617444,288.4615173339844
4,1,40.420548958201145,23.902474723078388,46.95901485305816,220.5774383544922
4,2,-25.20090481451342,11.111607829945388,27.541848740356365,93.53340148925781
4,3,10.540694072421505,10.188516291464872,14.659880482112635,91.89710998535156
4,4,4.311678257662021,3.497922937472427,5.5521198000485485,33.05990219116211
4,5,13.489379600952178,9.467758021935543,16.480345990922324,74.87589263916016
5,0,-86.88535740836285,74.72462208490252,114.59857973688179,680.8773803710938
5,1,110.3400272630069,63.98629226002815,127.55064568079162,587.8824462890625
5,2,-58.80361666041578,22.1363581485051,62.83218669140854,173.6059112548828
5,3,12.383035288766672,17.340872917102626,21.308341946053524,153.99990844726562
5,4,4.4122445015218945,6.631210619178423,7.964976824643927,64.8347396850586
5,5,34.613420580583714,20.296049033003587,40.125035708874606,156.03555297851562
