i_config,cohort,month,mouse,n_pixels,n_subregions,n_parent_regions,fps,dtData,dtFactor,dtRNN,alpha_dt_tau,lissage_sigma_frames,lissage_sigma_sec,lissage_fwhm_sec,tauRNN,g,P0,tauWN,ampInWN,nRunTrain,nRunFree,use_global_regression,compute_curbd,fraction_clip_pos,fraction_clip_neg,pVar_max,pVar_finale,chi2_min,chi2_final,pVar_max_train,pVar_train_end,pVar_free_mean,pVar_free_std,pVar_free_min,pVar_free_final,chi2_min_train,chi2_train_end,chi2_free_mean,chi2_free_std,chi2_free_min,chi2_free_final,duration_sec,runtime_sec,status,error,save_path,lissage_sigma,atlas_clean_size,atlas_clean_min_fraction
0,3,6,316,50,635,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,False,False,2.7340332458442694e-07,0.0,0.5480267114209639,0.5480267114209639,13.132096270968683,13.132096270968683,0.5473165040518624,0.5472978585434544,0.5480267114209639,0.0,0.5480267114209639,0.5480267114209639,13.152033227156489,13.152033227156489,13.132096270968683,0.0,13.132096270968683,13.132096270968683,480.0,3466.2066502571106,done,,results/narval_screening_preprocessing_m6/1506925/config000_C3_M6_mouse316_n_pixels50_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,2,5,0.25
1,3,6,316,50,635,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,True,False,2.7340332458442694e-07,0.0,0.5074676710586925,0.5074676710586925,8.090274018128182,8.090274018128182,0.5067051048166604,0.5067051048166604,0.5074676710586925,0.0,0.5074676710586925,0.5074676710586925,8.100909582639382,8.100909582639382,8.090274018128182,0.0,8.090274018128182,8.090274018128182,480.0,3308.739623069763,done,,results/narval_screening_preprocessing_m6/1506925/config001_C3_M6_mouse316_n_pixels50_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,2,5,0.25
2,3,6,316,50,635,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,False,False,5.468066491688539e-07,0.0,0.6594481127999566,0.6594481127999566,10.259778380216444,10.259778380216444,0.6584819538177186,0.6584819538177186,0.6594481127999566,0.0,0.6594481127999566,0.6594481127999566,10.285913541628325,10.285913541628325,10.259778380216444,0.0,10.259778380216444,10.259778380216444,480.0,3357.645084142685,done,,results/narval_screening_preprocessing_m6/1506925/config002_C3_M6_mouse316_n_pixels50_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,4,5,0.25
3,3,6,316,50,635,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,True,False,2.7340332458442694e-07,0.0,0.6837828421626289,0.682720058899388,5.6254759407113895,5.646623173406674,0.6837828421626289,0.6822287930848578,0.682720058899388,0.0,0.682720058899388,0.682720058899388,5.6254759407113895,5.653003616603672,5.646623173406674,0.0,5.646623173406674,5.646623173406674,480.0,3679.7583277225494,done,,results/narval_screening_preprocessing_m6/1506925/config003_C3_M6_mouse316_n_pixels50_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,4,5,0.25
4,3,6,316,75,424,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,False,False,4.094601677148847e-07,0.0,0.40867640032342356,0.40867640032342356,17.40029005709606,17.40029005709606,0.40796333114614136,0.40796333114614136,0.40867640032342356,0.0,0.40867640032342356,0.40867640032342356,17.419108203257583,17.419108203257583,17.40029005709606,0.0,17.40029005709606,17.40029005709606,480.0,1306.8237404823303,done,,results/narval_screening_preprocessing_m6/1506925/config004_C3_M6_mouse316_n_pixels75_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,2,5,0.25
5,3,6,316,75,424,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,True,False,4.094601677148847e-07,0.0,0.3887946046719273,0.3887946046719273,8.7825329883573,8.7825329883573,0.38794076662210275,0.38794076662210275,0.3887946046719273,0.0,0.3887946046719273,0.3887946046719273,8.793290918839459,8.793290918839459,8.7825329883573,0.0,8.7825329883573,8.7825329883573,480.0,1324.7549486160278,done,,results/narval_screening_preprocessing_m6/1506925/config005_C3_M6_mouse316_n_pixels75_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,2,5,0.25
6,3,6,316,75,424,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,False,False,8.189203354297694e-07,0.0,0.5227887393319222,0.5227887393319222,14.419833800972848,14.419833800972848,0.5215585879485197,0.5215585879485197,0.5227887393319222,0.0,0.5227887393319222,0.5227887393319222,14.454423992665252,14.454423992665252,14.419833800972848,0.0,14.419833800972848,14.419833800972848,480.0,1298.3971016407013,done,,results/narval_screening_preprocessing_m6/1506925/config006_C3_M6_mouse316_n_pixels75_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,4,5,0.25
7,3,6,316,75,424,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,True,False,4.094601677148847e-07,0.0,0.5275386295763629,0.5275386295763629,7.197673405867481,7.197673405867481,0.52736090327794,0.5272421825683584,0.5275386295763629,0.0,0.5275386295763629,0.5275386295763629,7.198673102171258,7.199931983917668,7.197673405867481,0.0,7.197673405867481,7.197673405867481,480.0,1353.277483701706,done,,results/narval_screening_preprocessing_m6/1506925/config007_C3_M6_mouse316_n_pixels75_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,4,5,0.25
8,3,6,316,100,319,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,False,False,5.442354580285615e-07,0.0,0.36230953116839515,0.36230953116839515,18.62664331513463,18.62664331513463,0.36199560338793024,0.36199560338793024,0.36230953116839515,0.0,0.36230953116839515,0.36230953116839515,18.634210421873288,18.634210421873288,18.62664331513463,0.0,18.62664331513463,18.62664331513463,480.0,823.7156803607941,done,,results/narval_screening_preprocessing_m6/1506925/config008_C3_M6_mouse316_n_pixels100_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,2,5,0.25
9,3,6,316,100,319,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,True,False,5.442354580285615e-07,0.0,0.3196522087996777,0.3196522087996777,9.78745786924938,9.78745786924938,0.319049473819092,0.319049473819092,0.3196522087996777,0.0,0.3196522087996777,0.3196522087996777,9.794866081565965,9.794866081565965,9.78745786924938,0.0,9.78745786924938,9.78745786924938,480.0,891.4004597663879,done,,results/narval_screening_preprocessing_m6/1506925/config009_C3_M6_mouse316_n_pixels100_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,2,5,0.25
10,3,6,316,100,319,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,False,False,1.088470916057123e-06,0.0,0.40957679613929054,0.4002494572220172,17.830905311013467,18.217773588367308,0.40957679613929054,0.3995395731741501,0.4002494572220172,0.0,0.4002494572220172,0.4002494572220172,17.830905311013467,18.23672277774421,18.217773588367308,0.0,18.217773588367308,18.217773588367308,480.0,827.3186547756195,done,,results/narval_screening_preprocessing_m6/1506925/config010_C3_M6_mouse316_n_pixels100_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,4,5,0.25
11,3,6,316,100,319,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,True,False,5.442354580285615e-07,0.0,0.4507769164764799,0.45024370465984653,8.500952297172008,8.5149977117979,0.4507769164764799,0.4492461337111828,0.45024370465984653,0.0,0.45024370465984653,0.45024370465984653,8.500952297172008,8.528935560314784,8.5149977117979,0.0,8.5149977117979,8.5149977117979,480.0,1008.6203873157501,done,,results/narval_screening_preprocessing_m6/1506925/config011_C3_M6_mouse316_n_pixels100_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,4,5,0.25
12,3,6,316,150,213,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,False,False,8.15075639019301e-07,0.0,0.20093571074219474,0.20093571074219474,43.92092387012958,43.92092387012958,0.20074079303386805,0.19989218652609786,0.20093571074219474,0.0,0.20093571074219474,0.20093571074219474,43.94835608659973,43.976658146729186,43.92092387012958,0.0,43.92092387012958,43.92092387012958,480.0,456.50490975379944,done,,results/narval_screening_preprocessing_m6/1506925/config012_C3_M6_mouse316_n_pixels150_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,2,5,0.25
13,3,6,316,150,213,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,True,False,8.15075639019301e-07,0.0,0.21868095483177363,0.21868095483177363,18.14513862221401,18.14513862221401,0.2179554827109288,0.2179554827109288,0.21868095483177363,0.0,0.21868095483177363,0.21868095483177363,18.16009833399491,18.16009833399491,18.14513862221401,0.0,18.14513862221401,18.14513862221401,480.0,427.4828691482544,done,,results/narval_screening_preprocessing_m6/1506925/config013_C3_M6_mouse316_n_pixels150_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,2,5,0.25
14,3,6,316,150,213,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,False,False,8.15075639019301e-07,0.0,0.3185802523222122,0.3185802523222122,34.745042460939466,34.745042460939466,0.31828095378814303,0.31828095378814303,0.3185802523222122,0.0,0.3185802523222122,0.3185802523222122,34.75847328719798,34.75847328719798,34.745042460939466,0.0,34.745042460939466,34.745042460939466,480.0,436.83037400245667,done,,results/narval_screening_preprocessing_m6/1506925/config014_C3_M6_mouse316_n_pixels150_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,4,5,0.25
15,3,6,316,150,213,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,True,False,8.15075639019301e-07,0.0,0.3275208739786585,0.3275208739786585,25.659539868177546,25.659539868177546,0.32699867472836597,0.32699867472836597,0.3275208739786585,0.0,0.3275208739786585,0.3275208739786585,25.674723497017116,25.674723497017116,25.659539868177546,0.0,25.659539868177546,25.659539868177546,480.0,403.64202427864075,done,,results/narval_screening_preprocessing_m6/1506925/config015_C3_M6_mouse316_n_pixels150_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,4,5,0.25
16,3,6,316,200,160,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,False,False,2.170138888888889e-06,0.0,0.1822869802191246,0.1822869802191246,48.23056773928131,48.332721695303086,0.18136179990027523,0.1812532189603161,0.1822869802191246,0.0,0.1822869802191246,0.1822869802191246,48.23056773928131,48.39253065960789,48.332721695303086,0.0,48.332721695303086,48.332721695303086,480.0,386.87573313713074,done,,results/narval_screening_preprocessing_m6/1506925/config016_C3_M6_mouse316_n_pixels200_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,2,5,0.25
17,3,6,316,200,160,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,True,False,1.0850694444444444e-06,0.0,0.16473960000647225,0.16473960000647225,36.00651879315993,36.00651879315993,0.16403124324190588,0.16403124324190588,0.16473960000647225,0.0,0.16473960000647225,0.16473960000647225,36.03421579293066,36.03421579293066,36.00651879315993,0.0,36.00651879315993,36.00651879315993,480.0,275.38682675361633,done,,results/narval_screening_preprocessing_m6/1506925/config017_C3_M6_mouse316_n_pixels200_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,2,5,0.25
18,3,6,316,200,160,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,False,False,1.0850694444444444e-06,0.0,0.21406263768750056,0.20477595074471244,39.98249662555329,40.48615583934675,0.21406263768750056,0.20381879432049832,0.20477595074471244,0.0,0.20477595074471244,0.20477595074471244,39.98249662555329,40.53482949571679,40.48615583934675,0.0,40.48615583934675,40.48615583934675,480.0,281.4452860355377,done,,results/narval_screening_preprocessing_m6/1506925/config018_C3_M6_mouse316_n_pixels200_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,4,5,0.25
19,3,6,316,200,160,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,True,False,1.0850694444444444e-06,0.0,0.24068642352871772,0.23581602038100447,38.18247144569819,38.439742578820244,0.24068642352871772,0.2357098907551628,0.23581602038100447,0.0,0.23581602038100447,0.23581602038100447,38.18247144569819,38.44052412122728,38.439742578820244,0.0,38.439742578820244,38.439742578820244,480.0,282.4298315048218,done,,results/narval_screening_preprocessing_m6/1506925/config019_C3_M6_mouse316_n_pixels200_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,4,5,0.25
20,3,6,322,50,642,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,False,False,2.7042229145032883e-07,0.0,0.5724970527832435,0.5724970527832435,6.370960516769794,6.370960516769794,0.5718953546117406,0.5718953546117406,0.5724970527832435,0.0,0.5724970527832435,0.5724970527832435,6.379585407251702,6.379585407251702,6.370960516769794,0.0,6.370960516769794,6.370960516769794,480.0,3573.568846464157,done,,results/narval_screening_preprocessing_m6/1506925/config020_C3_M6_mouse322_n_pixels50_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,2,5,0.25
21,3,6,322,50,642,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,True,False,2.7042229145032883e-07,0.0,0.6143149871426133,0.6143149871426133,1.789785420849372,1.789785420849372,0.6138769749999524,0.6138769749999524,0.6143149871426133,0.0,0.6143149871426133,0.6143149871426133,1.7915860858989547,1.7915860858989547,1.789785420849372,0.0,1.789785420849372,1.789785420849372,480.0,3696.959188938141,done,,results/narval_screening_preprocessing_m6/1506925/config021_C3_M6_mouse322_n_pixels50_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,2,5,0.25
22,3,6,322,50,642,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,False,False,5.408445829006577e-07,0.0,0.6410941286531162,0.6410941286531162,3.9515782287619103,3.9515782287619103,0.6406232366441534,0.6406232366441534,0.6410941286531162,0.0,0.6410941286531162,0.6410941286531162,3.9552814949095794,3.9552814949095794,3.9515782287619103,0.0,3.9515782287619103,3.9515782287619103,480.0,3731.6427612304688,done,,results/narval_screening_preprocessing_m6/1506925/config022_C3_M6_mouse322_n_pixels50_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,4,5,0.25
23,3,6,322,50,642,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,True,False,5.408445829006577e-07,0.0,0.7519558384667899,0.7519558384667899,1.064909187053516,1.064909187053516,0.7514979684224047,0.7514979684224047,0.7519558384667899,0.0,0.7519558384667899,0.7519558384667899,1.0668391859265236,1.0668391859265236,1.064909187053516,0.0,1.064909187053516,1.064909187053516,480.0,3858.411298274994,done,,results/narval_screening_preprocessing_m6/1506925/config023_C3_M6_mouse322_n_pixels50_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,4,5,0.25
24,3,6,322,75,428,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,False,False,8.112668743509865e-07,0.0,0.3596772236661473,0.3596772236661473,9.088202006328611,9.088202006328611,0.3592490754067409,0.3592490754067409,0.3596772236661473,0.0,0.3596772236661473,0.3596772236661473,9.092819215948216,9.092819215948216,9.088202006328611,0.0,9.088202006328611,9.088202006328611,480.0,1343.5943789482117,done,,results/narval_screening_preprocessing_m6/1506925/config024_C3_M6_mouse322_n_pixels75_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,2,5,0.25
25,3,6,322,75,428,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,True,False,4.0563343717549325e-07,0.0,0.5264605275133157,0.5264605275133157,1.845933456448497,1.845933456448497,0.5260417354864344,0.5260417354864344,0.5264605275133157,0.0,0.5264605275133157,0.5264605275133157,1.8476772820201601,1.8476772820201601,1.8459334564484968,2.220446049250313e-16,1.845933456448497,1.845933456448497,480.0,1323.1817741394043,done,,results/narval_screening_preprocessing_m6/1506925/config025_C3_M6_mouse322_n_pixels75_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,2,5,0.25
26,3,6,322,75,428,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,False,False,8.112668743509865e-07,0.0,0.4611237808440727,0.46100314900937234,5.838678774276689,5.841586563545149,0.4611237808440727,0.4611237808440727,0.46100314900937234,0.0,0.46100314900937234,0.46100314900937234,5.838678774276689,5.838678774276689,5.841586563545149,0.0,5.841586563545149,5.841586563545149,480.0,1297.6836695671082,done,,results/narval_screening_preprocessing_m6/1506925/config026_C3_M6_mouse322_n_pixels75_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,4,5,0.25
27,3,6,322,75,428,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,True,False,4.0563343717549325e-07,0.0,0.6486587540295693,0.6486587540295693,1.343986736405946,1.343986736405946,0.6481684287887252,0.6481684287887252,0.6486587540295693,0.0,0.6486587540295693,0.6486587540295693,1.3456835101862783,1.3456835101862783,1.343986736405946,0.0,1.343986736405946,1.343986736405946,480.0,1302.5622098445892,done,,results/narval_screening_preprocessing_m6/1506925/config027_C3_M6_mouse322_n_pixels75_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,4,5,0.25
28,3,6,322,100,322,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,False,False,5.391649413388544e-07,0.0,0.26721330969742574,0.26721330969742574,12.254763576595463,12.254763576595463,0.26643721960557243,0.26643721960557243,0.26721330969742574,0.0,0.26721330969742574,0.26721330969742574,12.267111823248161,12.267111823248161,12.254763576595463,0.0,12.254763576595463,12.254763576595463,480.0,845.330178976059,done,,results/narval_screening_preprocessing_m6/1506925/config028_C3_M6_mouse322_n_pixels100_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,2,5,0.25
29,3,6,322,100,322,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,True,False,5.391649413388544e-07,0.0,0.4443326536739982,0.4443326536739982,2.605582785340476,2.605582785340476,0.44399961739284033,0.44399961739284033,0.4443326536739982,0.0,0.4443326536739982,0.4443326536739982,2.607052327598343,2.607052327598343,2.605582785340476,0.0,2.605582785340476,2.605582785340476,480.0,865.166965007782,done,,results/narval_screening_preprocessing_m6/1506925/config029_C3_M6_mouse322_n_pixels100_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,2,5,0.25
30,3,6,322,100,322,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,False,False,1.0783298826777088e-06,0.0,0.29348911697610514,0.29348911697610514,9.228178987270898,9.228178987270898,0.2921962758633896,0.2921962758633896,0.29348911697610514,0.0,0.29348911697610514,0.29348911697610514,9.24362401263795,9.24362401263795,9.228178987270898,0.0,9.228178987270898,9.228178987270898,480.0,820.7496016025543,done,,results/narval_screening_preprocessing_m6/1506925/config030_C3_M6_mouse322_n_pixels100_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,4,5,0.25
31,3,6,322,100,322,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,True,False,5.391649413388544e-07,0.0,0.5463743636169058,0.5463743636169058,2.0852443535411775,2.0852443535411775,0.5456670094800669,0.5456670094800669,0.5463743636169058,0.0,0.5463743636169058,0.5463743636169058,2.088154312098367,2.088154312098367,2.0852443535411775,0.0,2.0852443535411775,2.0852443535411775,480.0,828.7188363075256,done,,results/narval_screening_preprocessing_m6/1506925/config031_C3_M6_mouse322_n_pixels100_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,4,5,0.25
32,3,6,322,150,215,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,False,False,8.074935400516796e-07,0.0,0.10683648305166726,0.10683648305166726,27.76526249186059,27.76526249186059,0.1054022034516302,0.1054022034516302,0.10683648305166726,0.0,0.10683648305166726,0.10683648305166726,27.80718842509112,27.80718842509112,27.76526249186059,0.0,27.76526249186059,27.76526249186059,480.0,413.50007486343384,done,,results/narval_screening_preprocessing_m6/1506925/config032_C3_M6_mouse322_n_pixels150_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,2,5,0.25
33,3,6,322,150,215,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,True,False,1.6149870801033591e-06,0.0,0.3664087124065878,0.3664087124065878,7.28832852985554,7.28832852985554,0.3656753777981355,0.3656753777981355,0.3664087124065878,0.0,0.3664087124065878,0.3664087124065878,7.296557853579749,7.296557853579749,7.288328529855539,8.881784197001252e-16,7.28832852985554,7.28832852985554,480.0,390.7266318798065,done,,results/narval_screening_preprocessing_m6/1506925/config033_C3_M6_mouse322_n_pixels150_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,2,5,0.25
34,3,6,322,150,215,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,False,False,8.074935400516796e-07,0.0,0.18321941168110056,0.18321941168110056,19.774715041817807,19.774715041817807,0.1822935370980594,0.1822935370980594,0.18321941168110056,0.0,0.18321941168110056,0.18321941168110056,19.795565954059697,19.795565954059697,19.774715041817807,0.0,19.774715041817807,19.774715041817807,480.0,392.4382674694061,done,,results/narval_screening_preprocessing_m6/1506925/config034_C3_M6_mouse322_n_pixels150_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,4,5,0.25
35,3,6,322,150,215,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,True,False,8.074935400516796e-07,0.0,0.45323534350666916,0.45323534350666916,6.251817804079245,6.251817804079245,0.4527855227784904,0.4527603295436896,0.45323534350666916,0.0,0.45323534350666916,0.45323534350666916,6.256023474991778,6.256817975037585,6.251817804079245,0.0,6.251817804079245,6.251817804079245,480.0,354.733943939209,done,,results/narval_screening_preprocessing_m6/1506925/config035_C3_M6_mouse322_n_pixels150_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,4,5,0.25
36,3,6,322,200,163,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,False,False,1.0650988411724609e-06,0.0,0.030461048989080974,0.030461048989080974,35.97842643184665,35.97842643184665,0.02926152278358629,0.02926152278358629,0.030461048989080974,0.0,0.030461048989080974,0.030461048989080974,36.02271223736592,36.02271223736592,35.97842643184665,0.0,35.97842643184665,35.97842643184665,480.0,265.5657856464386,done,,results/narval_screening_preprocessing_m6/1506925/config036_C3_M6_mouse322_n_pixels200_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,2,5,0.25
