i_config,cohort,month,mouse,n_pixels,n_subregions,n_parent_regions,fps,dtData,dtFactor,dtRNN,alpha_dt_tau,lissage_sigma_frames,lissage_sigma_sec,lissage_fwhm_sec,tauRNN,g,P0,tauWN,ampInWN,nRunTrain,nRunFree,use_global_regression,compute_curbd,fraction_clip_pos,fraction_clip_neg,pVar_max,pVar_finale,chi2_min,chi2_final,pVar_max_train,pVar_train_end,pVar_free_mean,pVar_free_std,pVar_free_min,pVar_free_final,chi2_min_train,chi2_train_end,chi2_free_mean,chi2_free_std,chi2_free_min,chi2_free_final,duration_sec,runtime_sec,status,error,save_path,lissage_sigma,atlas_clean_size,atlas_clean_min_fraction
65,5,6,361,75,463,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,True,False,3.74970002399808e-07,0.0,0.44829853706050804,0.44829853706050804,4.455109404326527,4.455109404326527,0.4476735716538143,0.4476735716538143,0.44829853706050804,0.0,0.44829853706050804,0.44829853706050804,4.4595832905338275,4.4595832905338275,4.455109404326527,0.0,4.455109404326527,4.455109404326527,480.0,1536.8209919929504,done,,results/narval_screening_preprocessing_m6/1506925/config065_C5_M6_mouse361_n_pixels75_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,2,5,0.25
66,5,6,361,75,463,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,False,False,3.74970002399808e-07,0.0,0.5000056668935295,0.4998021493225938,10.734541589961156,10.748118489149446,0.5000056668935295,0.4988220370740232,0.4998021493225938,0.0,0.4998021493225938,0.4998021493225938,10.734541589961156,10.767189082986842,10.748118489149446,0.0,10.748118489149446,10.748118489149446,480.0,1578.0181531906128,done,,results/narval_screening_preprocessing_m6/1506925/config066_C5_M6_mouse361_n_pixels75_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,4,5,0.25
67,5,6,361,75,463,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,True,False,3.74970002399808e-07,0.0,0.5639635516746464,0.5639635516746464,4.262564149792565,4.262564149792565,0.5631721954142201,0.5631721954142201,0.5639635516746464,0.0,0.5639635516746464,0.5639635516746464,4.26989822387689,4.26989822387689,4.262564149792565,0.0,4.262564149792565,4.262564149792565,480.0,1515.8083519935608,done,,results/narval_screening_preprocessing_m6/1506925/config067_C5_M6_mouse361_n_pixels75_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,4,5,0.25
68,5,6,361,100,348,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,False,False,4.988825031928481e-07,0.0,0.2570511885178848,0.2503170284506757,13.94852581636539,14.094650539130491,0.2570511885178848,0.24936875421703453,0.2503170284506757,0.0,0.2503170284506757,0.2503170284506757,13.94852581636539,14.111552626281908,14.094650539130493,1.7763568394002505e-15,14.094650539130491,14.094650539130491,480.0,933.5733814239502,done,,results/narval_screening_preprocessing_m6/1506925/config068_C5_M6_mouse361_n_pixels100_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,2,5,0.25
69,5,6,361,100,348,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,True,False,9.977650063856961e-07,0.0,0.3734287431191289,0.3734287431191289,4.515850841504577,4.515850841504577,0.3729381569977539,0.3729381569977539,0.3734287431191289,0.0,0.3734287431191289,0.3734287431191289,4.518836259817306,4.518836259817306,4.515850841504577,0.0,4.515850841504577,4.515850841504577,480.0,884.1520645618439,done,,results/narval_screening_preprocessing_m6/1506925/config069_C5_M6_mouse361_n_pixels100_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,2,5,0.25
70,5,6,361,100,348,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,False,False,9.977650063856961e-07,0.0,0.3797516829860046,0.3724795969925938,11.93783999643718,12.109427697468764,0.3797516829860046,0.3719904494986407,0.3724795969925938,0.0,0.3724795969925938,0.3724795969925938,11.93783999643718,12.117809266052273,12.109427697468764,0.0,12.109427697468764,12.109427697468764,480.0,898.8268542289734,done,,results/narval_screening_preprocessing_m6/1506925/config070_C5_M6_mouse361_n_pixels100_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,4,5,0.25
71,5,6,361,100,348,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,True,False,9.977650063856961e-07,0.0,0.461123376975919,0.461123376975919,4.554413384239516,4.554413384239516,0.46037174525096225,0.46037174525096225,0.461123376975919,0.0,0.461123376975919,0.461123376975919,4.559981623527004,4.559981623527004,4.554413384239516,0.0,4.554413384239516,4.554413384239516,480.0,1133.0561299324036,done,,results/narval_screening_preprocessing_m6/1506925/config071_C5_M6_mouse361_n_pixels100_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,4,5,0.25
72,5,6,361,150,233,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,False,False,7.451120648545541e-07,0.0,0.10995748349016143,0.0827578466007235,19.095184266577842,19.6437461585839,0.10995748349016143,0.08301462024167638,0.0827578466007235,0.0,0.0827578466007235,0.0827578466007235,19.095184266577842,19.636986093887533,19.6437461585839,0.0,19.6437461585839,19.6437461585839,480.0,479.01742911338806,done,,results/narval_screening_preprocessing_m6/1506925/config072_C5_M6_mouse361_n_pixels150_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,2,5,0.25
73,5,6,361,150,233,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,True,False,1.4902241297091081e-06,0.0,0.2629152313982559,0.2629152313982559,5.701429372277853,5.701429372277853,0.2623833361347092,0.2623833361347092,0.2629152313982559,0.0,0.2629152313982559,0.2629152313982559,5.705112236123238,5.705112236123238,5.701429372277853,0.0,5.701429372277853,5.701429372277853,480.0,465.8907928466797,done,,results/narval_screening_preprocessing_m6/1506925/config073_C5_M6_mouse361_n_pixels150_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,2,5,0.25
74,5,6,361,150,233,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,False,False,1.4902241297091081e-06,0.0,0.1570175784560066,0.1570175784560066,18.682902659409443,18.682902659409443,0.15575761596750748,0.15575761596750748,0.1570175784560066,0.0,0.1570175784560066,0.1570175784560066,18.70972012044014,18.70972012044014,18.682902659409443,0.0,18.682902659409443,18.682902659409443,480.0,495.3421719074249,done,,results/narval_screening_preprocessing_m6/1506925/config074_C5_M6_mouse361_n_pixels150_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,4,5,0.25
75,5,6,361,150,233,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,True,False,7.451120648545541e-07,0.0,0.3564806613084154,0.3564806613084154,5.949147837121095,5.949147837121095,0.35582927555364374,0.35582927555364374,0.3564806613084154,0.0,0.3564806613084154,0.3564806613084154,5.954515450849339,5.954515450849339,5.949147837121095,0.0,5.949147837121095,5.949147837121095,480.0,463.5191478729248,done,,results/narval_screening_preprocessing_m6/1506925/config075_C5_M6_mouse361_n_pixels150_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,4,5,0.25
76,5,6,361,200,176,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,False,False,9.864267676767677e-07,0.0,-0.09982203579563254,-0.1674668554324794,24.538470648067232,25.99229914428828,-0.09982203579563254,-0.1693774836497648,-0.1674668554324794,0.0,-0.1674668554324794,-0.1674668554324794,24.538470648067232,26.034831696605877,25.99229914428828,0.0,25.99229914428828,25.99229914428828,480.0,292.3554561138153,done,,results/narval_screening_preprocessing_m6/1506925/config076_C5_M6_mouse361_n_pixels200_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,2,5,0.25
77,5,6,361,200,176,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,True,False,9.864267676767677e-07,0.0,0.1991297996310173,0.1991297996310173,6.245938912686361,6.245938912686361,0.19874510322289585,0.19874510322289585,0.1991297996310173,0.0,0.1991297996310173,0.1991297996310173,6.248610051869686,6.248610051869686,6.245938912686361,0.0,6.245938912686361,6.245938912686361,480.0,293.96412110328674,done,,results/narval_screening_preprocessing_m6/1506925/config077_C5_M6_mouse361_n_pixels200_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,2,5,0.25
78,5,6,361,200,176,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,False,False,1.9728535353535354e-06,0.0,0.11231657278975371,0.08689189609278791,20.52949191140486,21.117383950664852,0.11231657278975371,0.08701124119305625,0.08689189609278791,0.0,0.08689189609278791,0.08689189609278791,20.52949191140486,21.1130108766801,21.117383950664852,0.0,21.117383950664852,21.117383950664852,480.0,295.93832302093506,done,,results/narval_screening_preprocessing_m6/1506925/config078_C5_M6_mouse361_n_pixels200_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,4,5,0.25
79,5,6,361,200,176,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,True,False,1.9728535353535354e-06,0.0,0.28328319689070813,0.28328319689070813,6.78745867917297,6.78745867917297,0.2829711475271426,0.2829711475271426,0.28328319689070813,0.0,0.28328319689070813,0.28328319689070813,6.789991225858477,6.789991225858477,6.787458679172969,8.881784197001252e-16,6.78745867917297,6.78745867917297,480.0,293.5754325389862,done,,results/narval_screening_preprocessing_m6/1506925/config079_C5_M6_mouse361_n_pixels200_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,4,5,0.25
80,6,6,365,50,662,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,False,False,2.6225243370258476e-07,0.0,0.6200769581640264,0.6200769581640264,6.197240216919854,6.197240216919854,0.6191202069348283,0.6191202069348283,0.6200769581640264,0.0,0.6200769581640264,0.6200769581640264,6.212629425275274,6.212629425275274,6.197240216919854,0.0,6.197240216919854,6.197240216919854,480.0,4302.515798568726,done,,results/narval_screening_preprocessing_m6/1506925/config080_C6_M6_mouse365_n_pixels50_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,2,5,0.25
81,6,6,365,50,662,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,True,False,2.6225243370258476e-07,0.0,0.5549397563611052,0.5549397563611052,2.262691786077717,2.262691786077717,0.5543200060762559,0.5543200060762559,0.5549397563611052,0.0,0.5549397563611052,0.5549397563611052,2.2655321425001858,2.2655321425001858,2.262691786077717,0.0,2.262691786077717,2.262691786077717,480.0,4108.82802438736,done,,results/narval_screening_preprocessing_m6/1506925/config081_C6_M6_mouse365_n_pixels50_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,2,5,0.25
82,6,6,365,50,662,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,False,False,2.6225243370258476e-07,0.0,0.7282987248921359,0.7282987248921359,4.703131404235364,4.703131404235364,0.7276963867858226,0.7276963867858226,0.7282987248921359,0.0,0.7282987248921359,0.7282987248921359,4.7130490381745815,4.7130490381745815,4.703131404235364,0.0,4.703131404235364,4.703131404235364,480.0,4405.572668790817,done,,results/narval_screening_preprocessing_m6/1506925/config082_C6_M6_mouse365_n_pixels50_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,4,5,0.25
83,6,6,365,50,662,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,True,False,2.6225243370258476e-07,0.0,0.7107137094627906,0.7095510647414277,1.4857543684155292,1.490852703099373,0.7107137094627906,0.7107137094627906,0.7095510647414277,0.0,0.7095510647414277,0.7095510647414277,1.4857543684155292,1.4857543684155292,1.490852703099373,0.0,1.490852703099373,1.490852703099373,480.0,4778.887298822403,done,,results/narval_screening_preprocessing_m6/1506925/config083_C6_M6_mouse365_n_pixels50_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,4,5,0.25
84,6,6,365,75,442,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,False,False,3.9278531925590747e-07,0.0,0.44617277703689684,0.44617277703689684,20.730008424253498,20.730008424253498,0.44464468016257575,0.44464468016257575,0.44617277703689684,0.0,0.44617277703689684,0.44617277703689684,20.785867105659655,20.785867105659655,20.730008424253498,0.0,20.730008424253498,20.730008424253498,480.0,1379.0712413787842,done,,results/narval_screening_preprocessing_m6/1506925/config084_C6_M6_mouse365_n_pixels75_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,2,5,0.25
85,6,6,365,75,442,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,True,False,3.9278531925590747e-07,0.0,0.4155800270833083,0.4155800270833083,9.397386853318553,9.397386853318553,0.4149417961385935,0.4149417961385935,0.4155800270833083,0.0,0.4155800270833083,0.4155800270833083,9.40566314764817,9.40566314764817,9.397386853318553,0.0,9.397386853318553,9.397386853318553,480.0,1369.521356344223,done,,results/narval_screening_preprocessing_m6/1506925/config085_C6_M6_mouse365_n_pixels75_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,2,5,0.25
86,6,6,365,75,442,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,False,False,3.9278531925590747e-07,0.0,0.5418670147001768,0.5418670147001768,16.84560546804212,16.84560546804212,0.5415776370619011,0.5415776370619011,0.5418670147001768,0.0,0.5418670147001768,0.5418670147001768,16.853640427361547,16.853640427361547,16.84560546804212,0.0,16.84560546804212,16.84560546804212,480.0,1397.743884086609,done,,results/narval_screening_preprocessing_m6/1506925/config086_C6_M6_mouse365_n_pixels75_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,4,5,0.25
87,6,6,365,75,442,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,True,False,3.9278531925590747e-07,0.0,0.5782006821412616,0.5782006821412616,7.056023555474346,7.056023555474346,0.5774150973926726,0.5774150973926726,0.5782006821412616,0.0,0.5782006821412616,0.5782006821412616,7.066042196155962,7.066042196155962,7.056023555474345,8.881784197001252e-16,7.056023555474346,7.056023555474346,480.0,1383.5097575187683,done,,results/narval_screening_preprocessing_m6/1506925/config087_C6_M6_mouse365_n_pixels75_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,4,5,0.25
88,6,6,365,100,332,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,False,False,5.229250334672022e-07,0.0,0.4064846750805675,0.40527350265938067,22.491092440723776,22.715805959218095,0.4064846750805675,0.40317365435114505,0.40527350265938067,0.0,0.40527350265938067,0.40527350265938067,22.491092440723776,22.79590793738534,22.715805959218095,0.0,22.715805959218095,22.715805959218095,480.0,841.656665802002,done,,results/narval_screening_preprocessing_m6/1506925/config088_C6_M6_mouse365_n_pixels100_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,2,5,0.25
89,6,6,365,100,332,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,True,False,5.229250334672022e-07,0.0,0.37353602926165264,0.37353602926165264,9.086665564233185,9.086665564233185,0.3730502751597464,0.3730502751597464,0.37353602926165264,0.0,0.37353602926165264,0.37353602926165264,9.092322233369993,9.092322233369993,9.086665564233185,0.0,9.086665564233185,9.086665564233185,480.0,830.2875778675079,done,,results/narval_screening_preprocessing_m6/1506925/config089_C6_M6_mouse365_n_pixels100_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,2,5,0.25
90,6,6,365,100,332,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,False,False,5.229250334672022e-07,0.0,0.5141327165523923,0.5141327165523923,18.353178860258907,18.353178860258907,0.5129468259446721,0.5129468259446721,0.5141327165523923,0.0,0.5141327165523923,0.5141327165523923,18.395761305019988,18.395761305019988,18.353178860258907,0.0,18.353178860258907,18.353178860258907,480.0,860.5966191291809,done,,results/narval_screening_preprocessing_m6/1506925/config090_C6_M6_mouse365_n_pixels100_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,4,5,0.25
91,6,6,365,100,332,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,True,False,5.229250334672022e-07,0.0,0.48043160639751425,0.48043160639751425,9.373403983669474,9.376391186062207,0.47992851476481835,0.47992851476481835,0.48043160639751425,0.0,0.48043160639751425,0.48043160639751425,9.373403983669474,9.383497089870145,9.376391186062207,0.0,9.376391186062207,9.376391186062207,480.0,832.8261961936951,done,,results/narval_screening_preprocessing_m6/1506925/config091_C6_M6_mouse365_n_pixels100_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,4,5,0.25
92,6,6,365,150,222,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,False,False,7.820320320320321e-07,0.0,0.2892679326787153,0.2781589689293402,28.672763650159233,29.15542694511527,0.2892679326787153,0.2771826038240174,0.2781589689293402,0.0,0.2781589689293402,0.2781589689293402,28.672763650159233,29.19277551517887,29.155426945115273,3.552713678800501e-15,29.15542694511527,29.15542694511527,480.0,419.74464178085327,done,,results/narval_screening_preprocessing_m6/1506925/config092_C6_M6_mouse365_n_pixels150_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,2,5,0.25
93,6,6,365,150,222,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,True,False,7.820320320320321e-07,0.0,0.27926531817482225,0.27926531817482225,10.167619039391539,10.167619039391539,0.2789252645504334,0.2789252645504334,0.27926531817482225,0.0,0.27926531817482225,0.27926531817482225,10.171545770961036,10.171545770961036,10.167619039391539,0.0,10.167619039391539,10.167619039391539,480.0,426.9141094684601,done,,results/narval_screening_preprocessing_m6/1506925/config093_C6_M6_mouse365_n_pixels150_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,2,5,0.25
94,6,6,365,150,222,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,False,False,7.820320320320321e-07,0.0,0.3882052922286773,0.3881303389909707,24.002740170598262,24.01227948124877,0.3882052922286773,0.3881873624407469,0.3881303389909707,0.0,0.3881303389909707,0.3881303389909707,24.002740170598262,24.00833828675468,24.01227948124877,0.0,24.01227948124877,24.01227948124877,480.0,425.83649158477783,done,,results/narval_screening_preprocessing_m6/1506925/config094_C6_M6_mouse365_n_pixels150_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,4,5,0.25
95,6,6,365,150,222,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,True,False,7.820320320320321e-07,0.0,0.35500676321051594,0.35500676321051594,11.298725812069108,11.298725812069108,0.3544039228254179,0.3544039228254179,0.35500676321051594,0.0,0.35500676321051594,0.35500676321051594,11.307520878221169,11.307520878221169,11.298725812069108,0.0,11.298725812069108,11.298725812069108,480.0,1203.7485234737396,done,,results/narval_screening_preprocessing_m6/1506925/config095_C6_M6_mouse365_n_pixels150_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,4,5,0.25
96,6,6,365,200,167,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,False,False,1.0395874916833e-06,0.0,0.19253618080346213,0.1493322772013228,33.897310656318766,35.74437311669442,0.19253618080346213,0.14992060967110443,0.1493322772013228,0.0,0.1493322772013228,0.1493322772013228,33.897310656318766,35.71744847564458,35.74437311669442,0.0,35.74437311669442,35.74437311669442,480.0,272.7478151321411,done,,results/narval_screening_preprocessing_m6/1506925/config096_C6_M6_mouse365_n_pixels200_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,2,5,0.25
97,6,6,365,200,167,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,True,False,1.0395874916833e-06,0.0,0.21156046845251542,0.20711112668520248,14.743077237013612,14.835560348288713,0.21156046845251542,0.20672156921775564,0.2071111266852025,2.7755575615628914e-17,0.20711112668520248,0.20711112668520248,14.743077237013612,14.841759444711284,14.835560348288713,0.0,14.835560348288713,14.835560348288713,480.0,279.4905891418457,done,,results/narval_screening_preprocessing_m6/1506925/config097_C6_M6_mouse365_n_pixels200_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,2,5,0.25
98,6,6,365,200,167,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,False,False,1.0395874916833e-06,0.0,0.23054340463955847,0.23039871143270163,31.520402076055007,31.528340726585473,0.23054340463955847,0.23054340463955847,0.23039871143270166,2.7755575615628914e-17,0.23039871143270163,0.23039871143270163,31.520402076055007,31.520402076055007,31.528340726585476,3.552713678800501e-15,31.528340726585473,31.528340726585473,480.0,277.32795882225037,done,,results/narval_screening_preprocessing_m6/1506925/config098_C6_M6_mouse365_n_pixels200_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,4,5,0.25
99,6,6,365,200,167,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,4,0.3333333333333333,0.7849999999999999,0.33,0.8,1.0,0.1,0.01,200,5,True,False,1.0395874916833e-06,0.0,0.27154743778265533,0.27154743778265533,15.086934684874882,15.086934684874882,0.2709577437653893,0.2709577437653893,0.27154743778265533,0.0,0.27154743778265533,0.27154743778265533,15.097511171098034,15.097511171098034,15.086934684874882,0.0,15.086934684874882,15.086934684874882,480.0,300.17576575279236,done,,results/narval_screening_preprocessing_m6/1506925/config099_C6_M6_mouse365_n_pixels200_lissage_sigma4_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionTrue.pkl,4,5,0.25
100,6,6,367,50,635,6,12.0,0.08333333333333333,2,0.041666666666666664,0.12626262626262624,2,0.16666666666666666,0.39249999999999996,0.33,0.8,1.0,0.1,0.01,200,5,False,False,2.7340332458442694e-07,0.0,0.6400937241600038,0.6400937241600038,14.483787196750324,14.483787196750324,0.6395172616563003,0.6395172616563003,0.6400937241600038,0.0,0.6400937241600038,0.6400937241600038,14.504037641231275,14.504037641231275,14.483787196750324,0.0,14.483787196750324,14.483787196750324,480.0,3421.082102537155,done,,results/narval_screening_preprocessing_m6/1506925/config100_C6_M6_mouse367_n_pixels50_lissage_sigma2_tauRNN0.33_dtFactor2_g0.8_ampInWN0.01_P01_nRunTrain200_use_global_regressionFalse.pkl,2,5,0.25
