target,source,mean,std,rms,max_abs
0,0,42.71277636367715,17.658645407823975,46.219141298089475,103.67466735839844
0,1,63.950793455899074,62.448111051795884,89.38383834663007,502.15655517578125
0,2,-36.62213372795068,31.960331155941677,48.60703083284721,255.10101318359375
0,3,0.19939159290812186,12.231982784744941,12.233607802018955,94.44001007080078
0,4,-50.310852736169984,18.27174667377462,53.52605561360912,104.96621704101562
0,5,16.580120079231023,14.604284736771659,22.094920559133527,87.79043579101562
1,0,18.230461042882197,16.365947314687944,24.49885591906665,83.05874633789062
1,1,54.61745847491265,47.90267453685564,72.64800752975077,389.9223937988281
1,2,-25.623570903112938,21.07596099245537,33.177756367517624,163.39669799804688
1,3,-5.245113244961722,11.136834315090113,12.310170247167239,91.19996643066406
1,4,-29.083037682541075,12.385306161481216,31.6104237484683,62.44331359863281
1,5,13.306481245062532,11.083538592351655,17.31783100891533,72.0197982788086
2,0,29.781358056944352,17.852052985007585,34.72211231327154,80.56259155273438
2,1,51.880238097389864,55.023801410191375,75.62524596105483,442.9012451171875
2,2,-21.1493995685233,26.68217508866372,34.04754865729926,203.58656311035156
2,3,-1.4579804741132552,13.787818253227252,13.864690376886246,107.61614227294922
2,4,-54.009142239067494,19.144816271808782,57.301932214203205,108.36323547363281
2,5,28.506288295316875,16.89220695630971,33.135405961456364,109.19235229492188
3,0,10.294168314923528,4.5145723255866645,11.240607838499148,36.31683349609375
3,1,10.426320070210814,12.235264348605076,16.075131224556994,96.5459976196289
3,2,-5.011758697884486,7.93140058309829,9.382155426947087,60.68488693237305
3,3,-3.4368007769565367,5.050085931209701,6.108597833635081,41.25205612182617
3,4,-14.66025602232821,5.0162519193577655,15.494705223355204,31.166658401489258
3,5,12.349616732079012,5.762058580246041,13.627705328169997,40.96928024291992
4,0,16.738874450681752,7.794202079805521,18.46454721720874,59.566932678222656
4,1,18.50574104035098,22.578236416367837,29.193136370145794,175.73251342773438
4,2,-14.573508579663326,17.153167731277172,22.508183301609417,135.2996826171875
4,3,-4.686291888842386,8.278129445799495,9.512557951930836,65.54854583740234
4,4,-24.848881254666836,8.543745210863445,26.276652789818662,55.98707580566406
4,5,27.164503675069167,12.619820892969944,29.952798521732273,92.37323760986328
5,0,42.47672926852459,18.29943881190309,46.2508593453367,122.92118072509766
5,1,36.010957921093734,55.06476351754956,65.79450791394704,430.38043212890625
5,2,-32.75835786631866,39.143046491685475,51.04202287084685,315.5771179199219
5,3,-5.795088598322283,16.564710822290955,17.549150876567445,130.00079345703125
5,4,-69.81989257328833,23.56334676314459,73.68886421723244,163.3974151611328
5,5,67.9226057573717,31.54446291650922,74.89014296663058,224.56085205078125
