n_pixels,n,runtime_h_median,runtime_h_min,runtime_h_max,pVar_median,pVar_min,pVar_max
15,5,20.00801737672753,15.04462344997459,22.84101863357756,0.9206887749755536,0.8746058045829288,0.9458816984609202
20,2,11.225124828914801,10.685028878251712,11.765220779577891,0.9081053228935838,0.8992190883993031,0.9169915573878644
25,2,6.352659803993172,5.912189989089967,6.793129618896377,0.8883780212345096,0.8800225647795209,0.8967334776894984
