target,source,mean,std,rms,max_abs
0,0,-21.05428108870635,40.74077321923001,45.85949579599613,333.98858642578125
0,1,111.17338142171276,67.73448342727905,130.18249107271672,672.15771484375
0,2,-34.13426808719433,15.268339583067696,37.393454660840376,101.87718200683594
0,3,86.72436286980543,34.32668339143951,93.27076877473358,272.0069885253906
0,4,-145.12335327300698,57.131105716069285,155.9639410426098,481.5020751953125
0,5,18.194132465409226,10.537710992499656,21.025456216936316,79.24102020263672
1,0,-20.51722526181832,36.14666025259591,41.56365695966601,301.4839172363281
1,1,85.21181990980455,51.70946309775961,99.67408302161363,515.208740234375
1,2,-16.799986800557562,9.078542584300806,19.096059592331383,52.47765350341797
1,3,68.4982237906258,27.817206417015683,73.93107354365628,227.0728302001953
1,4,-99.75870368140902,39.588656950740905,107.32688721545321,331.8768310546875
1,5,-5.303461382019545,6.177734655181502,8.141935156976084,35.316322326660156
2,0,-24.309442675846828,44.15519140067,50.404661796703735,385.8662109375
2,1,97.9335741170417,61.916084539740005,115.864517709566,626.3161010742188
2,2,-13.414107649645448,10.02252024187468,16.74482594818663,54.47876739501953
2,3,77.46903936159438,31.423992512129615,83.59975696741373,256.1594543457031
2,4,-117.3695965927883,46.650848369760794,126.30092580013923,395.1753234863281
2,5,-5.813377443807474,8.504457119128773,10.301511937345392,47.58848571777344
3,0,-6.076165151899396,9.980255760706312,11.684403622019744,87.11175537109375
3,1,25.36931585232905,15.151560290265307,29.549483346494885,154.44114685058594
3,2,-6.1463337539985785,2.75376485539657,6.735030771597079,15.746073722839355
3,3,19.526977446991623,7.686055358589366,20.985192283861014,60.284183502197266
3,4,-30.708083913237637,12.017445112497594,32.97583061356205,101.43925476074219
3,5,2.327355506340385,2.1106686910577697,3.1418952841086902,10.369573593139648
4,0,-11.66071446879699,16.470492535916293,20.180420865246735,143.56185913085938
4,1,42.26020046183569,24.584816657683568,48.89108050725053,250.49371337890625
4,2,-11.1850492458146,4.9729902422499475,12.24074991905361,27.606210708618164
4,3,31.177782706241064,12.082673051874345,33.43718173764163,93.3000259399414
4,4,-52.36897583956654,20.519564098166523,56.245552190941005,173.48768615722656
4,5,9.62481933286384,4.974607525397721,10.834383564467947,32.58369064331055
5,0,-19.9412759557444,35.053582936940984,40.328751077366,298.0982360839844
5,1,95.40794806165826,57.95000057075193,111.6283078770176,586.9703369140625
5,2,-20.250558679543172,10.28047674277949,22.71064351559531,57.982696533203125
5,3,65.13617401214661,24.5624109057335,69.61345555596805,185.50682067871094
5,4,-143.4565397718211,56.373152398436545,154.13536620335205,482.3363952636719
5,5,39.48179670643508,16.91331772725576,42.95198002084853,146.27545166015625
